CAMIS,DBA,BORO,BUILDING,STREET,NEIGHBOURHOOD,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,CITY,STATUS,Restaurant Name,Area,Cuisine Type,Hygiene Score,Hygiene Rating,Inspector Comments,Is_Brand
30001713,Green Leaf Café,Lahore,180,Central Ave,Model Town,54700,+92-42-2394424,Cafe,2022-05-21,Warning Issued,Not Critical,67,C,2022-05-22,2022-06-27,Follow-up,31.629986,74.291885,Lahore,Active,Green Leaf Café,Model Town,Cafe,67,Average,Storage practices need improvement.,False
30001714,Urban Dine 590,Lahore,317,Samanabad Rd,Samanabad,54760,+92-312-7384319,Continental,2024-02-04,Warning Issued,Not Critical,80,B,2024-02-09,2024-03-14,Complaint-Based,31.489416,74.315324,Lahore,Active,Urban Dine 590,Samanabad,Continental,80,Good,Packaging labels missing; hygiene average.,False
30001715,Green Leaf Café Walton,Lahore,275,Main Blvd,Walton Road,54040,+92-42-9849594,Cafe,2023-10-08,Warning Issued,Not Critical,81,B,2023-10-15,2023-11-14,Complaint-Based,31.503204,74.221231,Lahore,Active,Green Leaf Café Walton,Walton Road,Cafe,81,Good,Storage practices need improvement.,False
30001716,Sufi Biryani,Lahore,9,Model Town Rd,Model Town,54700,+92-42-9062559,Burgers,2023-01-31,Passed,Not Critical,88,A,2023-02-04,2023-02-07,Routine Inspection,31.471361,74.304914,Lahore,Active,Sufi Biryani,Model Town,Burgers,88,Excellent,Kitchen hygiene satisfactory.,False
30001717,Al-Nakhal,Lahore,259,Main Blvd,Johar Town,54782,+92-339-2906299,Pizza,2022-11-15,Re-inspection Required,Not Critical,73,B,2022-11-26,2022-12-13,Complaint-Based,31.492027,74.261337,Lahore,Active,Al-Nakhal,Johar Town,Pizza,73,Good,Pests not observed but sanitation needs work.,False
30001718,City Spice Raiwind,Lahore,455,Raiwind Rd,Raiwind Road,54650,+92-320-9379959,Pakistani,2023-01-22,Warning Issued,Not Critical,80,B,2023-01-23,2023-03-04,Routine Inspection,31.62413,74.367423,Lahore,Active,City Spice Raiwind,Raiwind Road,Pakistani,80,Good,Chilled items slightly above recommended temp.,False
30001719,Royal Kabab House 493,Lahore,431,Model Town Rd,Model Town,54700,+92-319-6609009,BBQ,2023-10-25,Re-inspection Required,Not Critical,77,B,2023-11-23,2023-11-05,Routine Inspection,31.616106,74.268337,Lahore,Active,Royal Kabab House 493,Model Town,BBQ,77,Good,Chilled items slightly above recommended temp.,False
30001720,Garden Bites Garden,Lahore,407,Canal Bank Rd,Garden Town,54750,+92-315-5772963,Pakistani,2024-09-30,Warning Issued,Not Critical,61,C,2024-10-07,2024-11-11,Complaint-Based,31.495815,74.276984,Lahore,Active,Garden Bites Garden,Garden Town,Pakistani,61,Average,Storage practices need improvement.,False
30001721,BBQ Junction,Lahore,471,Main Blvd,Lahore Cantt,54770,+92-316-8923617,BBQ,2022-04-12,Warning Issued,Not Critical,60,C,2022-04-13,2022-04-27,Routine Inspection,31.460294,74.315618,Lahore,Active,BBQ Junction,Lahore Cantt,BBQ,60,Average,Significant cleanliness issues; pests present.,False
30001722,Urban Dine,Lahore,56,MM Alam Rd,MM Alam Road,54660,+92-304-5358025,Fast Food,2022-12-30,No Action Needed,Not Critical,92,A,2023-01-08,2023-02-08,Routine Inspection,31.547521,74.279872,Lahore,Active,Urban Dine,MM Alam Road,Fast Food,92,Excellent,Staff medicals up-to-date; maintain temperatures.,False
30001723,Silk Street Café 92,Lahore,264,Mall Rd,Fortress Stadium,54070,+92-305-9871482,Cafe,2023-11-19,Re-inspection Required,Not Critical,78,B,2023-12-10,2023-12-01,Enforcement Raid,31.528413,74.346164,Lahore,Active,Silk Street Café 92,Fortress Stadium,Cafe,78,Good,Storage practices need improvement.,False
30001724,Lahore Grill House,Lahore,72,Main Blvd,Walton Road,54040,+92-42-2240839,BBQ,2023-11-05,Warning Issued,Not Critical,52,C,2023-11-22,2023-11-12,Enforcement Raid,31.579359,74.219781,Lahore,Active,Lahore Grill House,Walton Road,BBQ,52,Average,Significant cleanliness issues; pests present.,False
30001725,Lakshmi Chaat,Lahore,373,Shahdara Rd,Shahdara,54050,+92-321-3980960,Burgers,2023-01-01,Passed,Not Critical,88,A,2023-01-28,2023-01-08,Routine Inspection,31.580082,74.232006,Lahore,Active,Lakshmi Chaat,Shahdara,Burgers,88,Excellent,Storage organized; recommend improved handwashing.,False
30001726,Silk Street Café,Lahore,467,Service Rd,Ferozepur Road,54770,+92-318-2848153,Cafe,2023-08-06,No Action Needed,Not Critical,91,A,2023-09-01,2023-09-07,Complaint-Based,31.588673,74.279354,Lahore,Active,Silk Street Café,Ferozepur Road,Cafe,91,Excellent,Storage organized; recommend improved handwashing.,False
30001727,Majestic Grill,Lahore,298,Central Ave,Model Town,54700,+92-310-7915367,BBQ,2023-10-21,No Action Needed,Not Critical,89,A,2023-11-16,2023-10-31,Routine Inspection,31.471615,74.260394,Lahore,Active,Majestic Grill,Model Town,BBQ,89,Excellent,Kitchen hygiene satisfactory.,False
30001728,Saffron Lounge Fortress,Lahore,78,Mall Rd,Fortress Stadium,54070,+92-327-9442235,Cafe,2024-12-02,Warning Issued,Not Critical,80,B,2024-12-19,2024-12-06,Follow-up,31.54267,74.387899,Lahore,Active,Saffron Lounge Fortress,Fortress Stadium,Cafe,80,Good,Pests not observed but sanitation needs work.,False
30001729,Desi Dastarkhwan DHA,Lahore,64,Canal Bank Rd,DHA Phase 5,54792,+92-320-2707604,Italian,2023-10-02,Re-inspection Required,Not Critical,52,C,2023-10-20,2023-10-09,Complaint-Based,31.488278,74.229907,Lahore,Active,Desi Dastarkhwan DHA,DHA Phase 5,Italian,52,Average,Some utensils dirty; advised deep clean.,False
30001730,Lahore Grill House 949,Lahore,287,MM Alam Rd,MM Alam Road,54660,+92-42-2761551,BBQ,2023-01-26,No Action Needed,Not Critical,95,A,2023-02-01,2023-02-01,Complaint-Based,31.530528,74.375564,Lahore,Active,Lahore Grill House 949,MM Alam Road,BBQ,95,Excellent,Clean premises; food handlers wearing gloves.,False
30001731,Mughal Darbar,Lahore,455,Main Blvd,Cavalry,54020,+92-316-1207531,BBQ,2022-10-30,Warning Issued,Not Critical,74,B,2022-11-11,2022-11-10,Enforcement Raid,31.545323,74.216335,Lahore,Active,Mughal Darbar,Cavalry,BBQ,74,Good,Some utensils dirty; advised deep clean.,False
30001732,Mamma's Kitchen,Lahore,400,Canal Bank Rd,Cavalry,54020,+92-42-6364639,Pizza,2023-06-03,Warning Issued,Not Critical,83,B,2023-06-17,2023-06-05,Enforcement Raid,31.544817,74.205928,Lahore,Active,Mamma's Kitchen,Cavalry,Pizza,83,Good,Some utensils dirty; advised deep clean.,False
30001733,Butt Karahi,Lahore,317,Main Blvd,Lahore Cantt,54770,+92-327-7629333,Fast Food,2024-08-20,Warning Issued,Not Critical,83,B,2024-09-04,2024-08-28,Routine Inspection,31.457943,74.330058,Lahore,Active,Butt Karahi,Lahore Cantt,Fast Food,83,Good,Some utensils dirty; advised deep clean.,False
30001734,Garden Bites,Lahore,407,Ferozepur Rd,Allama Iqbal Town,54740,+92-313-1600549,Chinese,2022-05-30,Passed,Not Critical,100,A,2022-06-21,2022-06-30,Follow-up,31.506731,74.29239,Lahore,Active,Garden Bites,Allama Iqbal Town,Chinese,100,Excellent,Clean premises; food handlers wearing gloves.,False
30001735,Spice Corner,Lahore,177,Model Town Rd,Model Town,54700,+92-318-2086013,Italian,2024-12-25,Re-inspection Required,Not Critical,63,C,2024-12-30,2025-01-25,Enforcement Raid,31.600491,74.3907,Lahore,Active,Spice Corner,Model Town,Italian,63,Average,Packaging labels missing; hygiene average.,False
30001736,Kebab Korner Township,Lahore,298,Central Ave,Township,54790,+92-314-2734731,BBQ,2022-12-13,Re-inspection Required,Not Critical,68,C,2022-12-19,2023-01-06,Follow-up,31.644049,74.325312,Lahore,Active,Kebab Korner Township,Township,BBQ,68,Average,Contaminated oil observed; seal recommended.,False
30001737,Fusion Feast,Lahore,282,Commercial Ave,Johar Town,54782,+92-330-1666585,Burgers,2023-01-05,Warning Issued,Not Critical,63,C,2023-02-02,2023-02-03,Follow-up,31.465815,74.322839,Lahore,Active,Fusion Feast,Johar Town,Burgers,63,Average,Significant cleanliness issues; pests present.,False
30001738,Waris Nihari Packages,Lahore,297,DHA Main Blvd,Packages Mall,54780,+92-327-4138788,Fast Food,2023-01-27,Warning Issued,Not Critical,79,B,2023-02-19,2023-01-30,Complaint-Based,31.451367,74.293857,Lahore,Active,Waris Nihari Packages,Packages Mall,Fast Food,79,Good,Storage practices need improvement.,False
30001739,Spice Corner Samanabad,Lahore,254,Market Rd,Samanabad,54760,+92-335-5991775,Continental,2023-08-02,Re-inspection Required,Not Critical,69,C,2023-08-27,2023-08-27,Follow-up,31.606448,74.291214,Lahore,Active,Spice Corner Samanabad,Samanabad,Continental,69,Average,No medical certificates for staff; poor hygiene.,False
30001740,BBQ Junction,Lahore,214,Commercial Ave,DHA Phase 5,54792,+92-304-4987610,BBQ,2022-01-24,Warning Issued,Not Critical,74,B,2022-01-26,2022-03-04,Complaint-Based,31.560489,74.34797,Lahore,Active,BBQ Junction,DHA Phase 5,BBQ,74,Good,Chilled items slightly above recommended temp.,False
30001741,City Spice,Lahore,384,Fortress Stadium Rd,Fortress Stadium,54070,+92-42-6694751,Chinese,2022-07-26,No Action Needed,Not Critical,88,A,2022-08-17,2022-07-28,Complaint-Based,31.572467,74.270204,Lahore,Active,City Spice,Fortress Stadium,Chinese,88,Excellent,Kitchen hygiene satisfactory.,False
30001742,Lahore Grill House Liberty,Lahore,298,Liberty Market,Liberty Market,54060,+92-322-2841028,BBQ,2022-07-23,Advisory Issued,Not Critical,96,A,2022-08-01,2022-08-13,Routine Inspection,31.584505,74.395465,Lahore,Active,Lahore Grill House Liberty,Liberty Market,BBQ,96,Excellent,Staff medicals up-to-date; maintain temperatures.,False
30001743,Baba Fried Chicken Garden,Lahore,118,Model Town Rd,Garden Town,54750,+92-300-6623297,Fast Food,2022-03-04,Re-inspection Required,Not Critical,82,B,2022-03-19,2022-03-13,Follow-up,31.497452,74.226862,Lahore,Active,Baba Fried Chicken Garden,Garden Town,Fast Food,82,Good,Packaging labels missing; hygiene average.,False
30001744,Green Leaf Café 497,Lahore,432,Service Rd,DHA Phase 3,54810,+92-42-1774454,Cafe,2023-02-11,Re-inspection Required,Not Critical,73,B,2023-02-17,2023-03-23,Routine Inspection,31.477986,74.216036,Lahore,Active,Green Leaf Café 497,DHA Phase 3,Cafe,73,Good,Storage practices need improvement.,False
30001745,Chilli & Grill,Lahore,455,Canal Bank Rd,DHA Phase 5,54792,+92-336-4859756,BBQ,2023-12-25,Fine Imposed,Critical,39,D,2024-01-17,2024-02-06,Complaint-Based,31.625465,74.390844,Lahore,Under Investigation,Chilli & Grill,DHA Phase 5,BBQ,39,Poor,Significant cleanliness issues; pests present.,False
30001746,Green Leaf Café 23,Lahore,37,Main Blvd,Lahore Cantt,54770,+92-337-8098634,Cafe,2023-05-16,Fine Imposed,Not Critical,67,C,2023-05-18,2023-05-21,Complaint-Based,31.571265,74.390794,Lahore,Active,Green Leaf Café 23,Lahore Cantt,Cafe,67,Average,Packaging labels missing; hygiene average.,False
30001747,Waris Nihari Raiwind,Lahore,54,Service Rd,Raiwind Road,54650,+92-315-1903254,Italian,2023-11-16,Warning Issued,Not Critical,69,C,2023-12-07,2023-11-17,Routine Inspection,31.496975,74.385556,Lahore,Active,Waris Nihari Raiwind,Raiwind Road,Italian,69,Average,Some utensils dirty; advised deep clean.,False
30001748,Sufi Biryani 19,Lahore,261,Canal Bank Rd,Garden Town,54750,+92-319-7244866,Fast Food,2022-03-18,Sealed,Critical,34,D,2022-03-27,2022-03-22,Complaint-Based,31.454747,74.217449,Lahore,Closed,Sufi Biryani 19,Garden Town,Fast Food,34,Poor,Significant cleanliness issues; pests present.,False
30001749,Desi Dastarkhwan,Lahore,69,Service Rd,Ferozepur Road,54770,+92-42-2162726,Italian,2024-08-21,Passed,Not Critical,85,A,2024-08-27,2024-09-01,Routine Inspection,31.50631,74.321316,Lahore,Active,Desi Dastarkhwan,Ferozepur Road,Italian,85,Excellent,Staff medicals up-to-date; maintain temperatures.,False
30001750,Tandoori Nights,Lahore,442,Raiwind Rd,Raiwind Road,54650,+92-301-5699370,Pizza,2023-09-30,Fine Imposed,Not Critical,64,C,2023-10-23,2023-10-13,Complaint-Based,31.511087,74.220895,Lahore,Active,Tandoori Nights,Raiwind Road,Pizza,64,Average,Expired items found; immediate action required.,False
30001751,Waris Nihari 835,Lahore,185,Canal Bank Rd,Garden Town,54750,+92-318-7628649,Pakistani,2022-05-15,No Action Needed,Not Critical,94,A,2022-05-21,2022-05-22,Follow-up,31.517246,74.266792,Lahore,Active,Waris Nihari 835,Garden Town,Pakistani,94,Excellent,Staff medicals up-to-date; maintain temperatures.,False
30001752,Butt Karahi,Lahore,293,Ferozepur Rd,Allama Iqbal Town,54740,+92-330-3461908,Fast Food,2022-09-19,Warning Issued,Not Critical,69,C,2022-10-02,2022-11-02,Enforcement Raid,31.476095,74.217017,Lahore,Active,Butt Karahi,Allama Iqbal Town,Fast Food,69,Average,Expired items found; immediate action required.,False
30001753,Taste of Lahore,Lahore,407,Mall Rd,Fortress Stadium,54070,+92-329-9239400,Italian,2024-09-02,Warning Issued,Not Critical,74,B,2024-09-29,2024-09-06,Follow-up,31.55002,74.292944,Lahore,Active,Taste of Lahore,Fortress Stadium,Italian,74,Good,Storage practices need improvement.,False
30001754,Urban Dine,Lahore,66,Fortress Stadium Rd,Fortress Stadium,54070,+92-336-4744782,Continental,2024-07-23,Re-inspection Required,Not Critical,72,B,2024-07-24,2024-08-09,Enforcement Raid,31.494965,74.254982,Lahore,Active,Urban Dine,Fortress Stadium,Continental,72,Good,Storage practices need improvement.,False
30001755,BBQ Junction,Lahore,301,Main Blvd,Walton Road,54040,+92-332-7876799,BBQ,2024-11-10,Re-inspection Required,Not Critical,61,C,2024-12-03,2024-12-09,Follow-up,31.50611,74.30771,Lahore,Active,BBQ Junction,Walton Road,BBQ,61,Average,Storage practices need improvement.,False
30001756,Mughal Darbar 338,Lahore,256,Main Blvd,Cavalry,54020,+92-302-5160331,Fast Food,2023-12-14,Warning Issued,Not Critical,72,B,2023-12-30,2024-01-04,Follow-up,31.631435,74.221209,Lahore,Active,Mughal Darbar 338,Cavalry,Fast Food,72,Good,Pests not observed but sanitation needs work.,False
30001757,Eastern Flavors,Lahore,327,Anarkali St,Old Anarkali,54010,+92-308-1553114,Chinese,2023-07-26,Fine Imposed,Not Critical,69,C,2023-08-19,2023-08-10,Follow-up,31.539612,74.334854,Lahore,Active,Eastern Flavors,Old Anarkali,Chinese,69,Average,Significant cleanliness issues; pests present.,False
30001758,Heritage Bistro 317,Lahore,129,Temple Rd,Old Anarkali,54010,+92-320-8054426,Desi,2022-01-18,Passed,Not Critical,90,A,2022-02-01,2022-02-27,Routine Inspection,31.603546,74.239444,Lahore,Active,Heritage Bistro 317,Old Anarkali,Desi,90,Excellent,Storage organized; recommend improved handwashing.,False
30001759,Mamma's Kitchen 441,Lahore,337,Raiwind Rd,Raiwind Road,54650,+92-322-7023714,Chinese,2023-11-21,Warning Issued,Not Critical,70,B,2023-11-29,2023-12-09,Routine Inspection,31.540035,74.387813,Lahore,Active,Mamma's Kitchen 441,Raiwind Road,Chinese,70,Good,Pests not observed but sanitation needs work.,False
30001760,Silk Street Café Township,Lahore,363,Central Ave,Township,54790,+92-332-9818663,Cafe,2022-12-04,Re-inspection Required,Not Critical,74,B,2022-12-29,2022-12-10,Routine Inspection,31.598053,74.291106,Lahore,Active,Silk Street Café Township,Township,Cafe,74,Good,Some utensils dirty; advised deep clean.,False
30001761,Rahat Tikka,Lahore,348,Cantt Rd,Lahore Cantt,54770,+92-42-1474574,BBQ,2023-09-28,Re-inspection Required,Not Critical,76,B,2023-10-23,2023-10-09,Complaint-Based,31.530506,74.337617,Lahore,Active,Rahat Tikka,Lahore Cantt,BBQ,76,Good,Chilled items slightly above recommended temp.,False
30001762,Urban Dine Shadman,Lahore,343,Shadman Rd,Shadman,54030,+92-42-5800152,Fast Food,2022-02-17,Fine Imposed,Critical,39,D,2022-03-02,2022-03-19,Routine Inspection,31.554363,74.251422,Lahore,Under Investigation,Urban Dine Shadman,Shadman,Fast Food,39,Poor,Contaminated oil observed; seal recommended.,False
30001763,Saffron Lounge 902,Lahore,77,MM Alam Rd,Gulberg,54660,+92-319-9347757,Pakistani,2023-06-14,Warning Issued,Not Critical,66,C,2023-06-16,2023-06-21,Routine Inspection,31.645932,74.300416,Lahore,Active,Saffron Lounge 902,Gulberg,Pakistani,66,Average,Contaminated oil observed; seal recommended.,False
30001764,Royal Kabab House,Lahore,399,Canal Bank Rd,Cavalry,54020,+92-320-8771943,BBQ,2022-04-07,Warning Issued,Not Critical,70,B,2022-04-14,2022-04-08,Enforcement Raid,31.498855,74.261592,Lahore,Active,Royal Kabab House,Cavalry,BBQ,70,Good,Packaging labels missing; hygiene average.,False
30001765,Saffron Lounge,Lahore,338,Central Ave,Allama Iqbal Town,54740,+92-316-2003980,Pizza,2022-04-27,Re-inspection Required,Not Critical,78,B,2022-05-22,2022-05-26,Enforcement Raid,31.574866,74.37567,Lahore,Active,Saffron Lounge,Allama Iqbal Town,Pizza,78,Good,Pests not observed but sanitation needs work.,False
30001766,Lakshmi Chaat Saddar,Lahore,478,Market Rd,Saddar,54000,+92-325-3698512,Burgers,2024-08-14,No Action Needed,Not Critical,98,A,2024-08-17,2024-09-26,Follow-up,31.461838,74.302332,Lahore,Active,Lakshmi Chaat Saddar,Saddar,Burgers,98,Excellent,Minor record-keeping issues; overall good.,False
30001767,Butt Karahi,Lahore,126,Shahdara Rd,Shahdara,54050,+92-316-6994048,Fast Food,2024-02-16,Re-inspection Required,Not Critical,61,C,2024-03-12,2024-02-23,Follow-up,31.542743,74.318935,Lahore,Active,Butt Karahi,Shahdara,Fast Food,61,Average,Contaminated oil observed; seal recommended.,False
30001768,Spice Corner,Lahore,30,MM Alam Rd,MM Alam Road,54660,+92-329-5543468,Pizza,2022-11-13,Warning Issued,Not Critical,81,B,2022-11-22,2022-11-14,Complaint-Based,31.491997,74.227614,Lahore,Active,Spice Corner,MM Alam Road,Pizza,81,Good,Storage practices need improvement.,False
30001769,Tandoori Nights,Lahore,449,Ferozepur Rd,Ferozepur Road,54770,+92-304-6646491,Burgers,2022-08-12,Re-inspection Required,Not Critical,61,C,2022-09-07,2022-08-13,Follow-up,31.455554,74.202316,Lahore,Active,Tandoori Nights,Ferozepur Road,Burgers,61,Average,Some utensils dirty; advised deep clean.,False
30001770,Silk Street Café 481,Lahore,127,Raiwind Rd,Raiwind Road,54650,+92-302-7047864,Cafe,2022-09-21,Advisory Issued,Not Critical,85,A,2022-09-29,2022-10-01,Enforcement Raid,31.606835,74.287548,Lahore,Active,Silk Street Café 481,Raiwind Road,Cafe,85,Excellent,Clean premises; food handlers wearing gloves.,False
30001771,Mamma's Kitchen 504,Lahore,384,Mall Rd,Saddar,54000,+92-308-6300978,Italian,2022-09-03,No Action Needed,Not Critical,96,A,2022-10-03,2022-10-16,Complaint-Based,31.583615,74.324235,Lahore,Active,Mamma's Kitchen 504,Saddar,Italian,96,Excellent,Storage organized; recommend improved handwashing.,False
30001772,Café Almira Old,Lahore,160,Market Rd,Old Anarkali,54010,+92-305-9958000,Cafe,2023-07-18,Warning Issued,Not Critical,65,C,2023-07-24,2023-08-15,Complaint-Based,31.557063,74.230845,Lahore,Active,Café Almira Old,Old Anarkali,Cafe,65,Average,No medical certificates for staff; poor hygiene.,False
30001773,Tandoori Nights Gulberg,Lahore,66,Main Blvd,Gulberg,54660,+92-334-2786209,Burgers,2023-09-29,Sealed,Critical,35,D,2023-10-05,2023-10-21,Complaint-Based,31.568632,74.365095,Lahore,Closed,Tandoori Nights Gulberg,Gulberg,Burgers,35,Poor,Unsafe storage and mold in refrigerated unit.,False
30001774,City Spice 208,Lahore,29,MM Alam Rd,MM Alam Road,54660,+92-42-6702275,BBQ,2024-11-06,Re-inspection Required,Not Critical,80,B,2024-12-05,2024-12-07,Complaint-Based,31.459114,74.299415,Lahore,Active,City Spice 208,MM Alam Road,BBQ,80,Good,Pests not observed but sanitation needs work.,False
30001775,Silk Street Café Saddar,Lahore,46,Market Rd,Saddar,54000,+92-42-8678723,Cafe,2023-03-10,Advisory Issued,Not Critical,87,A,2023-04-08,2023-03-18,Complaint-Based,31.486167,74.340749,Lahore,Active,Silk Street Café Saddar,Saddar,Cafe,87,Excellent,Staff medicals up-to-date; maintain temperatures.,False
30001776,Eastern Flavors,Lahore,253,Stadium Rd,Gaddafi Stadium,54780,+92-317-7551810,Burgers,2023-05-18,Advisory Issued,Not Critical,96,A,2023-06-12,2023-05-21,Routine Inspection,31.536952,74.277306,Lahore,Active,Eastern Flavors,Gaddafi Stadium,Burgers,96,Excellent,Storage organized; recommend improved handwashing.,False
30001777,Chilli & Grill,Lahore,448,MM Alam Rd,MM Alam Road,54660,+92-334-8287859,BBQ,2022-09-15,Warning Issued,Not Critical,51,C,2022-09-26,2022-10-08,Follow-up,31.549368,74.318739,Lahore,Active,Chilli & Grill,MM Alam Road,BBQ,51,Average,No medical certificates for staff; poor hygiene.,False
30001778,Silk Street Café Garden,Lahore,181,Model Town Rd,Garden Town,54750,+92-324-1347249,Cafe,2022-07-26,Advisory Issued,Not Critical,90,A,2022-07-26,2022-08-24,Follow-up,31.621942,74.250656,Lahore,Active,Silk Street Café Garden,Garden Town,Cafe,90,Excellent,Minor record-keeping issues; overall good.,False
30001779,Urban Dine 586,Lahore,375,Thokar Rd,Shahdara,54050,+92-327-2014125,Continental,2023-04-01,Passed,Not Critical,100,A,2023-04-09,2023-04-30,Routine Inspection,31.538072,74.228665,Lahore,Active,Urban Dine 586,Shahdara,Continental,100,Excellent,Clean premises; food handlers wearing gloves.,False
30001780,Spice Corner 806,Lahore,185,Liberty Market,Liberty Market,54060,+92-318-4377116,Fast Food,2024-03-18,Fine Imposed,Not Critical,63,C,2024-03-29,2024-03-21,Follow-up,31.599904,74.395706,Lahore,Active,Spice Corner 806,Liberty Market,Fast Food,63,Average,Unsafe storage and mold in refrigerated unit.,False
30001781,Waris Nihari,Lahore,153,Market Rd,Samanabad,54760,+92-42-3704110,Desi,2024-01-03,No Action Needed,Not Critical,89,A,2024-01-16,2024-01-08,Enforcement Raid,31.568306,74.252919,Lahore,Active,Waris Nihari,Samanabad,Desi,89,Excellent,Staff medicals up-to-date; maintain temperatures.,False
30001782,Fusion Feast MM,Lahore,372,Main Blvd,MM Alam Road,54660,+92-42-6249875,Continental,2023-12-27,Warning Issued,Not Critical,65,C,2024-01-19,2024-01-28,Routine Inspection,31.48466,74.345027,Lahore,Active,Fusion Feast MM,MM Alam Road,Continental,65,Average,Some utensils dirty; advised deep clean.,False
30001783,Green Leaf Café,Lahore,253,Commercial Ave,Johar Town,54782,+92-309-8372728,Cafe,2022-08-07,Re-inspection Required,Not Critical,77,B,2022-09-05,2022-09-19,Complaint-Based,31.630447,74.23228,Lahore,Active,Green Leaf Café,Johar Town,Cafe,77,Good,Pests not observed but sanitation needs work.,False
30001784,Green Leaf Café,Lahore,495,Commercial Ave,Johar Town,54782,+92-42-3281105,Cafe,2024-09-01,Warning Issued,Not Critical,82,B,2024-09-30,2024-09-18,Routine Inspection,31.603289,74.255355,Lahore,Active,Green Leaf Café,Johar Town,Cafe,82,Good,Storage practices need improvement.,False
30001785,Eastern Flavors 293,Lahore,143,Main Blvd,Cavalry,54020,+92-306-2355077,BBQ,2024-02-13,Re-inspection Required,Not Critical,76,B,2024-03-14,2024-02-14,Complaint-Based,31.45131,74.227171,Lahore,Active,Eastern Flavors 293,Cavalry,BBQ,76,Good,Some utensils dirty; advised deep clean.,False
30001786,Eastern Flavors Cavalry,Lahore,273,Canal Bank Rd,Cavalry,54020,+92-318-6679255,Continental,2024-01-01,Passed,Not Critical,89,A,2024-01-23,2024-01-09,Enforcement Raid,31.605969,74.379984,Lahore,Active,Eastern Flavors Cavalry,Cavalry,Continental,89,Excellent,Staff medicals up-to-date; maintain temperatures.,False
30001787,Spice Corner,Lahore,247,DHA Main Blvd,Packages Mall,54780,+92-313-6340952,Burgers,2023-03-21,Fine Imposed,Critical,37,D,2023-03-27,2023-03-29,Enforcement Raid,31.554006,74.24319,Lahore,Under Investigation,Spice Corner,Packages Mall,Burgers,37,Poor,No medical certificates for staff; poor hygiene.,False
30001788,Mughal Darbar,Lahore,395,Liberty Market,Liberty Market,54060,+92-322-3008127,Pakistani,2022-01-25,Advisory Issued,Not Critical,90,A,2022-02-08,2022-02-04,Routine Inspection,31.501492,74.378807,Lahore,Active,Mughal Darbar,Liberty Market,Pakistani,90,Excellent,Minor record-keeping issues; overall good.,False
30001789,Urban Dine 961,Lahore,489,Market Rd,Saddar,54000,+92-336-7419930,Chinese,2023-03-20,Warning Issued,Not Critical,61,C,2023-04-17,2023-04-11,Enforcement Raid,31.499725,74.393918,Lahore,Active,Urban Dine 961,Saddar,Chinese,61,Average,Significant cleanliness issues; pests present.,False
30001790,Fusion Feast,Lahore,93,Central Ave,Model Town,54700,+92-312-2098795,Cafe,2024-07-17,Passed,Not Critical,85,A,2024-07-28,2024-07-20,Enforcement Raid,31.574539,74.368259,Lahore,Active,Fusion Feast,Model Town,Cafe,85,Excellent,Staff medicals up-to-date; maintain temperatures.,False
30001791,Taste of Lahore,Lahore,231,Mall Rd,Saddar,54000,+92-42-9102673,Pizza,2023-07-18,Warning Issued,Not Critical,53,C,2023-08-03,2023-08-08,Routine Inspection,31.628745,74.353439,Lahore,Active,Taste of Lahore,Saddar,Pizza,53,Average,Contaminated oil observed; seal recommended.,False
30001792,Fusion Feast 93,Lahore,343,Market Rd,Old Anarkali,54010,+92-301-9816182,BBQ,2024-04-23,Re-inspection Required,Not Critical,75,B,2024-05-12,2024-04-26,Enforcement Raid,31.480149,74.205504,Lahore,Active,Fusion Feast 93,Old Anarkali,BBQ,75,Good,Packaging labels missing; hygiene average.,False
30001793,City Spice 816,Lahore,44,Liberty Market,Liberty Market,54060,+92-317-6824539,BBQ,2023-05-18,Warning Issued,Not Critical,70,B,2023-06-05,2023-06-13,Routine Inspection,31.476281,74.241941,Lahore,Active,City Spice 816,Liberty Market,BBQ,70,Good,Chilled items slightly above recommended temp.,False
30001794,Rahat Tikka,Lahore,416,Central Ave,DHA Phase 3,54810,+92-329-6885105,BBQ,2022-08-24,Re-inspection Required,Not Critical,82,B,2022-08-30,2022-09-03,Follow-up,31.452752,74.387189,Lahore,Active,Rahat Tikka,DHA Phase 3,BBQ,82,Good,Pests not observed but sanitation needs work.,False
30001795,Mamma's Kitchen,Lahore,276,Service Rd,Ferozepur Road,54770,+92-42-5859220,Fast Food,2024-08-10,Warning Issued,Not Critical,77,B,2024-08-13,2024-08-24,Routine Inspection,31.459416,74.302647,Lahore,Active,Mamma's Kitchen,Ferozepur Road,Fast Food,77,Good,Pests not observed but sanitation needs work.,False
30001796,Mamma's Kitchen,Lahore,217,Service Rd,Raiwind Road,54650,+92-331-6444909,Chinese,2023-11-24,Fine Imposed,Critical,30,D,2023-12-12,2023-11-30,Complaint-Based,31.517052,74.259335,Lahore,Under Investigation,Mamma's Kitchen,Raiwind Road,Chinese,30,Poor,No medical certificates for staff; poor hygiene.,False
